ID,Location,Direction,TimeStart,LaneStart,IniSpeed,Length,Width,Is_truck,MaxSpeed,MaxAcceleration
166,2,1,9.93963,3,32.91,4.04,1.92,0,32.98,0.06
167,2,2,9.94341,5,36.89,4.24,1.82,0,38.06,0.19
168,2,2,9.94571,5,28.86,4.19,1.82,0,31.44,0.25
169,2,1,9.94753,3,43.18,4.35,2.22,0,43.19,0.59
170,2,1,9.95197,3,39.01,4.04,1.82,0,40.14,0.23
171,2,2,9.95273,6,23.01,18.9,2.5,1,23.59,0.11
172,2,2,9.95483,5,29.03,4.75,2.22,0,30.68,0.29
173,2,1,9.95938,2,31.3,4.55,1.92,0,32.46,0.64
174,2,1,9.95956,3,36.42,4.55,1.92,0,36.42,0.04
175,2,1,9.9752,3,34.87,4.65,2.02,0,35.17,0.3
176,2,2,9.97651,5,45.86,4.35,1.92,0,48.55,0.42
177,2,1,9.97972,3,35.31,3.74,1.82,0,35.62,0.12
178,2,2,9.98008,5,31.7,5.05,1.92,0,32.48,0.1
179,2,2,9.98437,5,37.48,4.85,2.02,0,38.69,0.27
180,2,1,9.98708,3,41.38,4.35,1.82,0,41.42,0.04
181,2,1,9.98803,3,45.51,4.55,2.12,0,46.35,0.2
182,2,2,9.98994,5,33.03,4.95,2.02,0,33.57,0.2
183,2,1,9.99401,3,32.55,4.95,2.02,0,32.65,0.08
184,2,2,9.99407,5,40.34,4.95,2.12,0,41.34,0.21
185,2,2,9.99423,6,23.73,8.19,2.5,1,23.69,0.08
186,2,1,10.00154,3,31.94,4.35,2.02,0,31.96,0.03
187,2,1,10.00248,3,31.5,11.42,2.63,0,31.58,-0.05
188,2,1,10.00696,3,43.3,4.55,1.92,0,42.98,-0.1
189,2,1,10.01014,2,33.43,4.45,2.02,0,33.24,0.01
190,2,1,10.01331,3,32.09,4.75,2.12,0,32.09,0.01
191,2,2,10.01774,5,34.58,4.04,1.82,0,35.6,0.23
192,2,2,10.02106,5,35.85,4.45,2.02,0,35.97,0.04
193,2,2,10.025,5,34.24,4.85,1.92,0,35.8,0.31
194,2,2,10.02508,6,24.05,12.03,2.5,1,24.66,0.09
195,2,1,10.0279,3,40.29,4.75,2.02,0,40.47,0.08
196,2,2,10.03128,6,23.05,16.67,2.5,1,24.09,0.11
197,2,2,10.03192,5,31.29,4.35,1.92,0,32.06,0.12
198,2,1,10.03553,3,31.3,4.55,1.92,0,31.64,0.12
199,2,2,10.03821,6,30.91,4.45,1.92,0,31.43,0.09
200,2,2,10.03948,5,64.77,5.15,2.07,0,65.2,0.67
201,2,2,10.04172,6,33.78,4.04,1.82,0,35.55,0.27
202,2,2,10.04227,5,36.9,4.55,2.02,0,46.14,1.1
203,2,1,10.04739,3,31.3,4.95,1.92,0,31.42,0.1
204,2,2,10.05141,5,46.76,5.05,2.02,0,49.9,0.57
205,2,1,10.05203,3,36.39,4.55,2.02,0,36.45,0.04
206,2,2,10.05546,6,23.24,16.67,2.5,1,24.12,0.08
207,2,2,10.05632,5,29.29,3.64,1.82,0,30.01,0.11
208,2,1,10.05713,3,37.6,4.65,2.02,0,37.76,0.15
209,2,2,10.06308,6,28.48,4.14,1.82,0,29.48,0.21
210,2,2,10.0637,5,41.04,4.75,2.02,0,42.44,0.18
211,2,2,10.06727,5,36.95,4.95,1.92,0,39.56,0.5
212,2,1,10.06939,3,34.99,5.46,2.22,0,35.19,0.15
213,2,2,10.0764,5,37.04,4.95,2.02,0,38.04,0.17
214,2,1,10.0767,3,30.23,2.93,1.92,0,30.97,0.68
215,2,1,10.08114,2,23.33,16.98,2.5,1,23.33,0.12
216,2,1,10.08244,3,37.66,4.45,1.92,0,37.66,0.04
217,2,1,10.08717,3,33.58,4.14,2.02,0,33.58,-0.03
218,2,2,10.0877,6,22.18,19.91,2.5,1,23.44,0.18
219,2,2,10.08804,5,31.84,4.75,2.02,0,35.61,0.43
220,2,1,10.09277,3,35.1,4.35,2.02,0,35.41,0.09
221,2,1,10.09604,3,32.91,3.74,1.92,0,32.89,0.08
222,2,2,10.10001,5,38.75,4.65,2.02,0,39.06,0.22
223,2,1,10.10297,3,39.56,5.05,2.22,0,39.85,0.1
224,2,2,10.10351,6,31.88,4.85,1.92,0,33.83,0.25
225,2,1,10.10594,3,39.01,4.55,2.02,0,39.7,0.3
226,2,2,10.10659,6,22.06,13.44,2.5,1,22.81,0.09
227,2,2,10.10832,5,37.22,4.65,2.02,0,40.31,0.66
228,2,2,10.11191,5,33.86,4.95,2.02,0,35.19,0.18
229,2,1,10.1141,3,36.48,4.95,2.12,0,36.48,0.07
230,2,1,10.12172,2,24.57,18.9,2.5,1,24.52,0.08
231,2,2,10.1221,5,31.88,4.35,2.02,0,33.23,0.22
232,2,2,10.1227,6,23.96,19.1,2.5,1,25.14,0.15
233,2,1,10.12383,3,39.53,4.35,2.02,0,40.07,0.12
234,2,2,10.12666,5,31.7,4.45,1.82,0,34.53,0.34
235,2,2,10.13379,5,35.33,4.35,1.82,0,37.04,0.27
236,2,1,10.13478,3,42.29,4.95,2.12,0,42.29,-0.02
237,2,1,10.13621,3,39.66,4.75,2.12,0,39.66,-0.04
238,2,2,10.13837,5,35.44,5.05,2.32,0,37.69,0.27
239,2,1,10.13898,3,35.61,4.35,1.92,0,36.19,0.13
240,2,2,10.13952,5,32.11,4.85,2.12,0,33.79,0.34
241,2,2,10.14684,5,31.69,4.95,2.02,0,30.75,0.18
242,2,2,10.14748,6,28.41,4.55,1.92,0,29.86,0.32
243,2,2,10.15381,5,35.4,5.15,2.12,0,38.07,0.47
244,2,1,10.1582,2,24.81,16.78,2.5,1,24.72,0.06
245,2,2,10.15872,6,29.79,6.06,2.43,0,31.3,0.44
246,2,1,10.15914,3,41.21,4.65,2.17,0,41.34,0.14
247,2,1,10.16254,3,34.91,4.65,1.92,0,34.94,0.02
248,2,2,10.16287,6,23.71,16.98,2.5,1,24.94,0.15
249,2,1,10.16323,3,29.99,4.35,1.92,0,30.99,0.3
250,2,2,10.16381,5,31.56,4.65,2.02,0,33.62,0.26
251,2,1,10.17607,3,34.93,6.06,2.63,0,34.93,-0.03
252,2,1,10.17706,3,43.09,4.75,2.43,0,43.03,0.06
253,2,2,10.17719,6,24.49,16.78,2.5,1,25.48,0.13
254,2,2,10.17951,5,35.32,4.04,1.82,0,36.1,0.24
255,3,1,11.26668,3,34.87,4.35,1.72,0,35.41,0.44
256,3,1,11.26668,3,35.08,4.55,1.82,0,36.82,0.57
257,3,1,11.26668,2,24.65,11.93,2.5,1,24.96,0.17
258,3,2,11.26668,8,24.42,16.88,2.5,1,24.85,0.18
259,3,2,11.26734,7,35.74,6.16,2.22,0,35.83,0.12
260,3,1,11.26757,4,30.59,4.75,2.02,0,33.16,0.46
261,3,1,11.27283,2,30.24,4.75,1.92,0,30.24,-0.07
262,3,2,11.27437,7,36.11,4.85,2.02,0,36.41,0.22
263,3,2,11.27527,6,40.45,4.55,2.02,0,40.96,0.2
264,3,1,11.27908,3,33.95,5.05,2.02,0,34.1,0.14
265,3,1,11.28088,2,23.33,5.05,2.22,0,23.59,0.08
266,3,2,11.28324,6,43.35,5.05,2.02,0,45.4,0.51
267,3,1,11.28482,4,40.1,4.75,1.92,0,40.9,0.5
268,3,2,11.2882,8,25.27,16.88,2.5,1,25.28,0.09
269,3,2,11.28963,7,31.04,3.84,1.92,0,31.18,0.12
270,3,1,11.29032,4,35.72,5.15,2.02,0,36.12,0.25
271,3,1,11.29034,2,25.12,19.4,2.5,1,25.39,0.08
272,3,1,11.29479,4,39.88,5.05,2.02,0,39.75,-0.08
273,3,2,11.29551,7,34.17,5.05,2.02,0,34.98,0.33
274,3,2,11.29576,6,37.98,4.65,2.02,0,38.12,0.24
275,3,1,11.29942,4,35.96,7.28,2.32,0,37.53,0.37
276,3,2,11.29978,6,39.09,4.8,1.97,0,39.53,0.26
277,3,2,11.3083,8,31.12,4.75,1.92,0,32.09,0.3
278,3,2,11.3086,7,36.11,4.75,2.02,0,36.78,0.28
279,3,2,11.30878,7,39.68,4.35,1.92,0,43.21,0.69
280,3,2,11.31114,8,24.3,11.02,2.5,1,24.73,0.1
281,3,1,11.31398,2,22.95,16.98,2.5,1,22.52,0.32
282,3,1,11.31482,4,42.74,4.75,1.92,0,42.74,-0.12
283,3,2,11.31594,6,32.79,4.55,1.92,0,33.32,0.2
284,3,1,11.31852,3,24.92,17.18,2.5,1,24.86,0.09
285,3,1,11.31922,4,34.88,4.45,2.02,0,37.4,0.34
286,3,2,11.32291,6,38.94,4.75,2.02,0,40.03,0.4
287,3,1,11.32423,2,37.02,4.35,2.12,0,36.73,0.08
288,3,1,11.32439,3,39.63,4.95,2.02,0,41.47,0.8
289,3,1,11.3279,3,36.35,4.45,1.92,0,36.24,0.13
290,3,2,11.32971,8,28.7,8.94,2.5,1,29.02,0.13
291,3,1,11.33011,4,35.56,4.55,1.92,0,35.74,0.16
292,3,2,11.33046,6,38.53,4.65,1.92,0,39.05,0.23
293,3,2,11.3358,8,27.89,4.95,2.02,0,28.24,0.21
294,3,1,11.33941,3,31,4.65,1.82,0,31.22,0.25
295,3,2,11.34144,6,37.68,4.95,1.92,0,38.32,0.35
296,3,1,11.34144,4,34.28,4.35,1.82,0,34.28,-0.09
297,3,2,11.34419,7,28.88,5.66,2.12,0,29.24,0.13
298,3,2,11.34477,7,33.21,4.45,1.82,0,34.35,0.21
299,3,1,11.34661,3,41.75,4.85,1.92,0,41.87,0.21
300,3,2,11.34796,6,40.39,4.55,2.02,0,40.41,0.16
301,3,1,11.34797,2,23.42,19.3,2.5,1,23.3,0.03
302,3,2,11.34842,8,31.02,6.57,2.22,0,31.38,0.21
303,3,1,11.35007,4,35.12,4.95,2.02,0,36.54,0.28
304,3,2,11.35292,7,37.36,4.04,1.72,0,37.6,0.21
305,3,2,11.35431,6,32.88,4.85,2.02,0,35.3,0.32
306,3,1,11.3586,4,41.9,5.15,2.12,0,41.91,0.12
307,3,2,11.35961,7,34.89,4.45,1.92,0,35.26,0.05
308,3,2,11.36064,6,34.58,4.04,1.82,0,37.68,0.52
309,3,2,11.36578,7,35.93,4.65,1.92,0,36.45,0.28
310,3,1,11.36661,2,24.1,4.95,2.12,0,23.69,0.29
311,3,1,11.3667,4,32.4,4.45,1.82,0,32.59,0.23
312,3,2,11.36744,8,23.61,16.98,2.5,1,23.62,0.11
313,3,2,11.36772,7,25.65,16.98,2.5,1,26.22,0.24
314,3,2,11.36922,7,34.28,5.05,2.02,0,35.28,0.34
315,3,1,11.3722,3,35.37,3.84,1.82,0,36.3,0.35
316,3,2,11.37668,6,35.86,4.75,1.92,0,36.27,0.22
317,3,1,11.37888,2,34.44,4.65,1.92,0,34.49,0.22
318,3,1,11.38,3,24.21,17.18,2.5,1,24.23,0.12
319,3,1,11.38509,2,33.96,4.65,2.02,0,33.96,0.15
320,3,1,11.38509,3,27.07,9.7,2.58,0,26.77,0.15
321,3,2,11.3858,6,37.56,4.14,1.82,0,39.5,0.37
322,3,2,11.39226,6,37.32,5.05,2.02,0,37.32,0.11
323,3,1,11.39329,4,45.13,4.75,2.02,0,48.14,0.81
324,3,1,11.39341,3,36.68,5.05,2.22,0,37.84,0.27
325,3,2,11.3974,8,25.24,9.2,2.5,1,25.46,0.27
326,3,1,11.40123,3,37.51,4.75,2.02,0,37.49,0.18
327,3,1,11.40217,2,32.34,4.85,1.92,0,32.44,0.31
328,3,2,11.40301,6,38.83,4.24,1.82,0,38.94,0.28
329,3,2,11.40316,8,24,7.58,2.5,1,23.91,0.12
330,3,1,11.4033,4,45.2,4.75,1.92,0,45.85,0.39
331,3,1,11.41198,4,41.35,4.85,1.92,0,41.35,-0.06
332,3,1,11.41461,3,42.45,4.75,2.12,0,45.83,0.59
333,3,2,11.41627,7,38.39,4.85,2.02,0,38.39,0.28
334,3,1,11.41674,3,36.32,4.75,2.02,0,36.29,0.18
335,3,1,11.41921,2,37.15,5.05,1.92,0,37.09,0.27
336,3,1,11.42107,3,35.07,4.45,2.02,0,34.97,-0.04
337,3,2,11.42158,7,33.92,5.46,2.02,0,34.33,0.16
338,3,1,11.42179,2,25.24,17.18,2.5,1,25.42,0.09
339,3,2,11.42241,8,24.89,15.97,2.5,1,24.89,0.06
340,3,1,11.42459,4,34.44,5.05,2.02,0,36.39,0.44
341,3,1,11.42674,2,31.11,4.45,1.82,0,30.43,0.03
342,3,1,11.43026,3,25.24,6.57,2.5,1,25.71,0.19
343,3,2,11.43188,8,23.49,20.31,2.5,1,23.49,0.06
344,3,1,11.4323,2,34.3,5.05,2.02,0,34.3,0.05
345,3,2,11.4333,7,25.26,17.18,2.5,1,25.95,0.24
346,3,2,11.43381,6,36.42,5.15,2.02,0,40.09,0.75
347,3,1,11.4371,4,37.43,4.75,2.02,0,37.4,0.11
348,3,2,11.44078,6,35.04,3.94,1.82,0,35.04,0.24
349,3,1,11.44218,3,35.34,4.45,1.92,0,35.19,0.18
350,3,2,11.44429,8,25.8,17.08,2.5,1,25.87,0.1
351,3,1,11.44638,4,48.26,4.35,1.92,0,49.11,0.29
352,3,2,11.44678,7,35.34,5.05,2.02,0,35.61,0.15
353,3,1,11.44891,4,29.61,4.14,1.92,0,29.76,0.16
354,3,2,11.45102,6,37.93,4.45,1.92,0,38.08,0.13
355,3,2,11.45401,6,36.72,5.15,2.02,0,37.98,0.44
356,3,1,11.45544,3,31.54,5.76,2.32,0,31.65,0.11
357,3,2,11.45904,8,24.92,16.98,2.5,1,24.85,0.04
358,3,2,11.46382,6,36.41,4.45,1.92,0,38.1,0.27
359,3,2,11.46412,7,35.4,4.35,1.82,0,35.39,0.12
360,3,1,11.465,3,34.37,4.55,2.02,0,34.06,0.12
361,3,1,11.47388,3,35.59,4.35,1.92,0,35.48,0.1
362,3,1,11.47743,4,45.08,4.85,1.92,0,45.08,0
363,3,1,11.48049,3,46.02,4.65,2.02,0,44.95,-0.41
364,3,2,11.48189,6,38,7.28,2.12,0,38,-0.01
365,3,1,11.48192,3,25.21,18.9,2.5,1,25.68,0.18
366,3,1,11.48536,2,33.89,4.75,1.92,0,33.89,0.18
367,3,2,11.48704,6,33.37,4.85,1.92,0,33.27,0.18
368,3,1,11.4881,4,37.46,5.56,2.12,0,37.46,0.23
369,3,2,11.49343,6,34.39,6.22,2.22,0,34.82,0.23
370,3,1,11.49392,2,23.35,17.08,2.5,1,23.76,0.11
371,3,1,11.49444,4,43.37,5.05,2.02,0,43.39,0.08
372,3,2,11.49683,8,23.85,16.88,2.5,1,24.2,0.1
373,3,2,11.49684,6,33.13,5.36,2.22,0,33.6,0.27
374,3,1,11.50063,4,37.78,4.75,1.92,0,37.78,-0.06
375,3,2,11.50286,7,35.33,4.95,1.82,0,37.25,0.33
376,3,1,11.50369,4,36.06,4.85,2.12,0,36.13,0.17
377,3,2,11.50382,6,39.25,4.55,1.92,0,41.94,0.46
378,3,1,11.50497,2,28.43,6.27,2.93,0,28.43,0.09
379,3,1,11.5117,4,36.88,5.26,2.02,0,36.98,0.18
380,3,2,11.51547,7,24.49,10.71,2.5,1,24.91,0.31
381,3,2,11.51572,6,32.81,5.15,1.92,0,33,0.19
382,3,2,11.51707,6,35.86,4.85,2.02,0,36.32,0.16
383,3,1,11.51931,3,38.4,4.14,1.72,0,38.24,0.18
384,3,2,11.52121,6,37.5,4.65,1.92,0,37.27,0.09
385,3,1,11.52222,3,25.14,17.08,2.5,1,25.48,0.21
386,3,1,11.52524,2,31.36,5.26,2.02,0,31.52,0.21
387,3,1,11.52588,3,37.28,4.55,1.92,0,39.23,0.37
388,3,1,11.52657,3,28.77,9.1,2.32,0,28.78,0.17
389,3,2,11.52832,8,24.99,14.35,2.63,0,25.43,0.09
390,3,1,11.52909,4,34.77,5.05,2.02,0,34.77,0.19
391,3,2,11.5294,6,42.94,5.36,1.92,0,43.56,0.34
392,3,2,11.53124,7,30.43,12.94,2.63,0,31.02,0.15
393,3,1,11.53614,3,23.89,17.28,2.5,1,24.07,0.14
394,3,2,11.53761,6,35.51,4.85,1.92,0,35.94,0.21
395,3,1,11.54123,3,32.66,4.24,1.92,0,32.58,0.09
396,3,1,11.54158,3,32.87,4.35,1.92,0,40.8,0.96
